vote_count,budget,genres,popularity,runtime,vote_average,release_month,number_of_production_companies,number_of_spoken_languages,number_of_production_countries,original_language
0.37954792560717576,0.31078749780424775,0.10291571908577656,0.047555769367012064,0.035603667559067485,0.03155336360328706,0.026840838017633366,0.023432855575686327,0.021942979949839975,0.015466926491966819,0.004352456938306923
